prodi,jeniskelamin,propinsikabupaten,tahundaftar,jumlah
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Tengah ;Kab. Banjarnegara ",2011,18
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Riau ;Kab. Bengkalis ",2011,1
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Lombok Tengah ",2011,5
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kota Magelang ",2011,11
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Kebumen ",2011,23
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Bangka Belitung ;Kab. Belitung Timur ",2011,8
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Barat ;Kota Singkawang ",2011,2
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Purworejo ",2011,81
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Tengah ;Kab. Wonosobo ",2011,60
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Riau ;Kab. Rokan Hulu ",2011,5
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Timur ;Kab. Lamongan ",2011,3
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Barat ;Kota Padang ",2011,24
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Bangka Belitung ;Kab. Bangka Barat ",2012,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Barat ;Kab. Subang ",2012,13
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Kulon Progo ",2012,39
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Lampung ;Kab. Tulang Bawang Barat ",2012,3
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Barat ",2012,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jambi ;Kab. Muaro Jambi ",2012,4
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Pati ",2012,2
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Bengkulu ;Kab. Bengkulu Utara ",2012,6
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Lampung ;Kab. Lampung Timur ",2012,4
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Timur ;Kota Probolinggo ",2012,1
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kota Bekasi ",2012,4
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Bangka Belitung ;Kab. Belitung Timur ",2012,10
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Maluku Utara ;Kota Ternate ",2012,11
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Selatan ;Kab. Ogan Ilir ",2012,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Nusa Tenggara Barat ;Kota Bima ",2012,3
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Riau ;Kab. Indragiri Hulu ",2012,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Selatan ;Kab. Tabalong ",2012,10
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Bangka Belitung ;Kota Pangkalpinang ",2012,8
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu Timur ",2012,28
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Banyumas ",2012,3
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Utara ;Kota Medan ",2012,6
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Tengah ;Kab. Purbalingga ",2012,9
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Bantul ",2012,32
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Timur ;Kota Surabaya ",2012,3
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Barat ;Kota Pontianak ",2012,7
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Timur ;Kab. Nunukan ",2012,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Timur ;Kab. Ngawi ",2012,12
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kota Tasikmalaya ",2012,16
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Papua Barat ;Kab. Manokwari ",2012,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sumatera Barat ;Kota Padang ",2012,5
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Sulawesi Tengah ;Kota Palu ",2012,3
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Tengah ",2012,43
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Sumatera Utara ;Kota Medan ",2012,5
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sulawesi Tenggara ;Kota Kendari ",2012,30
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Bangka Belitung ;Kab. Bangka ",2012,2
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Bali ;Kab. Jembrana ",2012,2
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kab. Ciamis ",2012,2
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Nusa Tenggara Timur ;Kab. Manggarai ",2012,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jawa Timur ;Kab. Ponorogo ",2012,16
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Pati ",2012,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Kalimantan Timur ;Kab. Berau ",2012,9
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Lembata ",2012,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Batang ",2012,3
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Papua ;Kab. Yapen Waropen ",2012,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Lombok Timur ",2012,8
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Bengkulu ;Kota Bengkulu ",2012,2
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Timur ;Kab. Tulungagung ",2012,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Sukoharjo ",2012,7
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Bangka Belitung ;Kab. Bangka Barat ",2012,9
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Lampung ;Kab. Lampung Tengah ",2012,7
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jambi ;Kab. Tanjung Jabung Barat ",2012,1
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Kalimantan Selatan ;Kota Banjarmasin ",2012,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jambi ;Kab. Tanjung Jabung Timur ",2012,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Kalimantan Selatan ;Kab. Kota Baru ",2012,1
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Temanggung ",2012,2
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Timur ;Kab. Sampang ",2012,1
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Barat ;Kab. Sintang ",2012,4
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Barat ;Kab. Sambas ",2012,4
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Barat ;Kab. Indramayu ",2012,32
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kab. Ciamis ",2012,14
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Kalimantan Timur ;Kab. Kutai Kartanegara ",2012,4
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Kalimantan Selatan ;Kab. Balangan ",2012,3
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Selatan ;Kota Pagar Alam ",2012,3
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Tengah ;Kab. Kotawaringin Timur ",2012,7
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Cilacap ",2012,27
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. D.I. Yogyakarta ;Kab. Kulon Progo ",2012,3
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Bangka Belitung ;Kab. Belitung ",2012,15
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jambi ;Kab. Sarolangun ",2012,5
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Selatan ;Kab. Lahat ",2012,5
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Gunung Kidul ",2012,23
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Timur ;Kab. Kediri ",2012,2
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sulawesi Selatan ;Kota Makassar ",2012,90
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Banten ;Kab. Serang ",2012,5
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Sulawesi Tengah ;Kab. Parigi Mautong ",2012,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu Timur ",2012,49
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Kalimantan Selatan ;Kota Banjarmasin ",2012,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kota Banjar ",2012,4
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Manggarai Barat ",2012,5
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Kalimantan Barat ;Kab. Kapuas Hulu ",2012,3
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jambi ;Kota Jambi ",2012,21
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Tengah ;Kab. Karanganyar ",2012,1
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kota Bogor ",2012,3
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Kebumen ",2012,24
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Timur ;Kab. Mojokerto ",2012,1
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Klaten ",2012,4
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Parigi Mautong ",2012,1
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Lampung ;Kab. Lampung Selatan ",2012,3
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Bengkulu ;Kab. Rejang Lebong ",2012,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Timur ;Kab. Lumajang ",2012,2
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Selatan ;Kab. Banjar ",2012,3
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Sumatera Selatan ;Kota Prabumulih ",2012,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jawa Timur ;Kab. Tuban ",2012,1
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Lampung ;Kota Metro ",2012,6
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Timur ;Kab. Ponorogo ",2012,31
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Maluku Utara ;Kab. Halmahera Selatan ",2012,17
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Selatan ;Kota Banjarmasin ",2012,35
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Kalimantan Barat ;Kota Pontianak ",2012,3
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Papua Barat ;Kab. Sorong Selatan ",2012,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Sumbawa ",2012,33
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Kalimantan Barat ;Kab. Sintang ",2012,10
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Wonogiri ",2012,5
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Tengah ;Kab. Brebes ",2012,9
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kab. Majalengka ",2012,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Purbalingga ",2012,11
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Barat ;Kab. Pontianak ",2012,17
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Lampung ;Kota Metro ",2012,15
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Sumatera Utara ;Kota Medan ",2012,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Barat ;Kab. Sintang ",2012,5
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kota Yogyakarta ",2012,142
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Lampung ;Kota Metro ",2012,15
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Tengah ;Kab. Rembang ",2012,3
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Selatan ;Kab. Muara Enim ",2012,3
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Kalimantan Tengah ;Kab. Kotawaringin Timur ",2012,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Rembang ",2012,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Barat ;Kab. Kuningan ",2012,7
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Sulawesi Tengah ;Kota Palu ",2012,2
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Purworejo ",2012,9
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Riau ;Kab. Siak ",2012,1
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Sukoharjo ",2012,3
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Klaten ",2012,66
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Nusa Tenggara Timur ;Kab. Flores Timur ",2012,2
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Tengah ;Kab. Katingan ",2012,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Tengah ;Kab. Seruyan ",2012,3
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Banten ;Kab. Tangerang ",2012,3
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Maluku Utara ;Kab. Halmahera Selatan ",2012,9
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jawa Tengah ;Kab. Pati ",2012,6
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Timur ;Kota Bontang ",2012,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Berau ",2012,19
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Kepulauan Riau ;Kab. Natuna ",2012,7
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Banten ;Kab. Serang ",2012,13
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Lampung ;Kab. Lampung Timur ",2012,11
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ilir ",2012,3
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Sumbawa ",2012,40
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Sumatera Utara ;Kab. Asahan ",2012,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Wonosobo ",2012,5
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Lombok Tengah ",2012,3
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Tengah ;Kab. Karanganyar ",2012,2
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Timur ;Kab. Pacitan ",2012,32
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Timur ;Kab. Jombang ",2012,7
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Timur ",2012,12
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Barat ;Kab. Karawang ",2012,5
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Pusat ",2012,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kota Salatiga ",2012,2
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Lampung ;Kab. Lampung Tengah ",2012,17
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Banten ;Kota Cilegon ",2012,5
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Timur ;Kab. Sumenep ",2012,1
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Gorontalo ;Kota Gorontalo ",2012,4
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Timur ;Kab. Penajam Paser Utara ",2012,2
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kota Tegal ",2012,4
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu ",2012,6
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Barat ;Kota Cirebon ",2012,16
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Bima ",2012,7
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Bangka Belitung ;Kota Pangkalpinang ",2012,14
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Timur ;Kab. Malang ",2013,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kota Magelang ",2013,4
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Tengah ;Kab. Kendal ",2013,5
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Timur ;Kab. Bangkalan ",2013,3
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Magelang ",2013,2
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Bengkulu ;Kab. Rejang Lebong ",2013,2
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Utara ;Kota Tanjung Balai ",2013,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Selatan ",2013,8
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Bangka Belitung ;Kab. Bangka ",2013,14
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Brebes ",2013,26
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Papua ;Kab. Jayapura ",2013,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Selatan ;Kab. Ogan Komering Ulu Timur ",2013,4
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Maluku Utara ;Kab. halmahera Utara ",2013,2
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Sulawesi Tenggara ;Kota Kendari ",2013,2
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kota Semarang ",2013,5
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kepulauan Riau ;Kota Tanjungpinang ",2013,6
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Timur ;Kab. Pasir ",2013,6
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Riau ;Kota Pekanbaru ",2013,4
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kepulauan Riau ;Kab. Natuna ",2013,5
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Maluku Utara ;Kota Tidore Kepulauan ",2013,12
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Timur ;Kota Pasuruan ",2013,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Timur ;Kab. Pacitan ",2013,16
"Aanvullen - FIKes - Fisioterapi S1",Laki-laki,"Prop. D.I. Yogyakarta ;Kab. Kulon Progo ",2013,1
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Jawa Barat ;Kab. Garut ",2013,3
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Bangka Belitung ;Kab. Bangka ",2013,21
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Bengkulu ;Kota Bengkulu ",2013,14
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Timur ;Kota Samarinda ",2013,18
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Bengkulu ;Kab. Bengkulu Selatan ",2013,3
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Papua Barat ;Kab. Fak-Fak ",2013,2
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jambi ;Kab. Muaro Jambi ",2013,1
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Banyumas ",2013,7
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Kalimantan Timur ;Kota Samarinda ",2013,4
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Kalimantan Barat ;Kab. Bengkayang ",2013,1
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Barat ;Kota Bandung ",2013,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Timur ;Kab. Magetan ",2013,3
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Tengah ;Kab. Tegal ",2013,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Aceh ;Kota Banda Aceh ",2013,1
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Bangka Belitung ;Kota Pangkalpinang ",2013,2
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Timur ;Kab. Jember ",2013,9
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Nusa Tenggara Timur ;Kota Kupang ",2013,1
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Jawa Barat ;Kota Banjar ",2013,4
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Maluku Utara ;Kab. Halmahera Selatan ",2013,5
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Maluku ;Kab. Maluku Tenggara ",2013,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Brebes ",2013,6
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Sumatera Barat ;Kota Solok ",2013,2
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Sumatera Selatan ;Kab. Banyuasin ",2013,2
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Sulawesi Tengah ;Kab. Banggai ",2013,4
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Sumatera Selatan ;Kota Palembang ",2013,4
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Kendal ",2013,1
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Nusa Tenggara Barat ;Kab. Lombok Timur ",2013,1
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Kalimantan Timur ;Kab. Penajam Paser Utara ",2013,7
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Bima ",2013,4
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Kepulauan Riau ;Kota Tanjungpinang ",2013,3
"Aanvullen - FIKes - Fisioterapi S1",Laki-laki,"Prop. Jawa Tengah ;Kota Surakarta ",2013,22
"Aanvullen - FIKes - Keperawatan S1",Laki-laki,"Prop. Sumatera Selatan ;Kota Palembang ",2013,7
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Banten ;Kab. Lebak ",2013,4
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Maluku ;Kab. Maluku Tengah ",2013,11
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Lombok Barat ",2013,6
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Barat ;Kab. Ciamis ",2013,7
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Nusa Tenggara Barat ;Kab. Lombok Barat ",2013,7
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Riau ;Kab. Pelalawan ",2013,4
"Reguler - FIKes - Keperawatan S1",Laki-laki,"Prop. Jawa Tengah ;Kab. Kebumen ",2013,52
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Kalimantan Timur ;Kota Samarinda ",2013,21
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Tengah ;Kab. Karanganyar ",2013,11
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Sumatera Selatan ;Kab. Lahat ",2013,6
"Reguler - FIKes - Fisioterapi S1",Perempuan,"Prop. Papua ;Kab. Nabire ",2013,4
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Banten ;Kab. Tangerang ",2013,2
"Reguler - FIKes - Fisioterapi S1",Laki-laki,"Prop. Lampung ;Kab. Lampung Utara ",2013,9
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. Papua ;Kab. Mimika ",2013,6
"Reguler - FIKes - Kebidanan D4",Perempuan,"Prop. Nusa Tenggara Barat ;Kota Mataram ",2013,9
"Aanvullen - FIKes - Keperawatan S1",Perempuan,"Prop. Kalimantan Selatan ;Kota Banjarbaru ",2013,1
"Aanvullen - FIKes - Kebidanan D4",Perempuan,"Prop. Jawa Timur ;Kota Blitar ",2013,1
"Reguler - FIKes - Kebidanan D3",Perempuan,"Prop. Jawa Tengah ;Kab. Grobogan ",2013,2
"Reguler - FIKes - Keperawatan S1",Perempuan,"Prop. D.K.I. Jakarta ;Kota Jakarta Pusat ",2013,3
